Datetime,BKBROW,QNMASP,BXVNST,MHCHEL,QNCORO,BKMAPL,QNDKIL,BEAC,MHMHIL,BKNYRD,HFAL,SOME,QNSOZO,REDH,QNASTO,DOVE,QNLICI,BREW,BKLN,QNHBEA
6/3/2023 1:00,8.468612841,15.70994469,32.31369236,,8.244861491,14.22505142,27.67938121,,47.52957534,22.77850466,,15.83174029,21.76523361,,23.91227743,,28.19407574,8.306136148,,12.01254326
6/3/2023 2:00,13.32392493,14.64237053,14.59341694,,13.94809507,16.28321026,26.69041446,,32.24052091,29.40607779,,13.22890809,18.30087199,,18.82734947,,18.117053,10.74394331,,9.926707976
6/3/2023 3:00,15.33455524,16.40787502,23.18651745,,20.71832813,16.49151193,25.4340123,,35.87490156,27.63107819,,13.627149,24.90512513,,22.64417263,,27.42345719,8.286342831,,11.60206224
6/3/2023 4:00,16.12630735,28.27461964,22.6487288,,35.05257971,14.09092608,40.19037953,,35.95085008,32.10299814,,13.24162218,33.72669045,,37.48971,,33.72884579,7.141117501,,15.11115535
6/3/2023 5:00,20.08251159,26.15559639,9.312537805,100.7074905,24.4401718,11.58030876,22.91914053,,26.37897717,39.2016554,,11.9104821,12.70645053,,11.67923064,,24.7569944,5.053249642,,16.336349
6/3/2023 6:00,14.58940999,22.30469336,9.163669502,96.22068173,16.51998883,13.65487992,11.51951188,,12.494127,28.58409017,,12.67049022,10.3207738,,7.810786334,,10.97850742,7.48075197,,13.17672168
6/3/2023 7:00,13.60765497,26.84319269,10.9714537,89.92196227,15.00660047,18.95850717,12.18548233,,17.25554713,23.96049976,,12.23506703,12.53759533,,8.169775998,,10.54910003,7.360886288,,15.1049336
6/3/2023 8:00,16.71077299,17.21255345,11.13784595,87.19618791,12.19656988,21.18148955,13.1122275,,11.82131349,22.99792676,,10.83263454,14.31635426,,5.320050733,,9.023505144,6.796622001,,15.56625982
6/3/2023 9:00,11.67944729,8.009275466,10.35108548,87.46253573,5.419484775,13.04964638,8.219327178,,7.36348371,17.35552338,,11.85680135,10.52553254,,2.606356868,,5.849543774,5.385160438,,11.57795781
6/3/2023 10:00,12.2616784,6.761735724,10.00835308,82.35825394,5.63195693,7.967011839,7.331622955,,7.188331767,19.85050801,,10.7447817,4.920860655,,1.09169511,,6.149307083,3.170834194,,5.367631765
6/3/2023 11:00,6.191917671,4.151147421,11.38303565,70.94168195,2.036937188,5.350642497,6.70638219,,6.266476328,17.00409839,,7.020069593,1.893931109,,0.475036718,,5.516551438,3.1387614,,0.71535377
6/3/2023 12:00,4.994141986,2.280748579,23.85943289,67.82902564,1.138679877,4.936605422,7.653456702,,9.185004416,14.89738134,,7.410612491,0.163754362,,0.47471653,,4.083585673,3.012154307,,1.972841539
6/3/2023 13:00,2.116910496,0.370073167,16.75202125,56.885983,-0.298698911,3.910187248,3.90532309,,6.022892099,11.50024972,,9.268275486,0.70425798,,-0.622972222,,2.118547919,4.363772299,,1.678091719
6/3/2023 14:00,3.29395081,0.257195475,5.199256908,53.77520148,-0.186978975,3.197924022,5.307354135,,4.901915486,11.58373098,,10.36537143,2.341479588,,-0.433384378,,1.37084281,5.89152256,,1.949594853
6/3/2023 15:00,4.222633091,0.671425396,8.88811533,61.26265823,1.454866358,4.532792057,6.570785257,,7.209110566,13.19445562,,10.96057427,3.033124645,,2.074359645,,2.657773067,6.447637887,,3.942229547
6/3/2023 16:00,6.210172293,2.668761949,8.300343498,82.63504146,3.113490327,6.765794639,8.029407623,,8.88040462,15.5837522,,10.75302368,4.082145099,,2.702764807,,4.945128843,5.424444831,,5.339354574
6/3/2023 17:00,5.531888495,1.36917712,4.049620626,85.97027392,1.353002675,5.500155421,7.165939843,,7.096246887,16.00810412,,11.85785818,2.246392451,,0.101336043,,2.383071962,4.980241544,,4.288861895
6/3/2023 18:00,4.961261511,-0.004540371,3.112180996,72.52988611,0.905071511,4.767000173,5.950321636,,6.455119357,15.47935435,,13.7085761,2.58608285,,0.506157399,,1.270812316,5.130950552,,3.021280716
6/3/2023 19:00,6.095728766,2.521091341,4.613124665,63.91375506,4.258221783,8.181601843,8.158303852,,8.364098414,17.63571334,,11.80757749,4.61428469,,3.174486355,,4.478374405,5.91178373,,4.716459136
6/3/2023 20:00,7.539735005,3.604898135,4.836389287,60.63440167,5.451073577,10.50593553,8.790387,,7.320919367,19.74125814,,12.64063179,4.862081769,,2.757972881,,4.887239285,6.234215209,,5.261248719
6/3/2023 21:00,7.320201777,3.876825642,4.682767147,61.04177329,4.716416161,10.71167834,7.796952246,,7.166440897,15.76959688,,13.58325318,6.020879617,,3.10431142,,5.093635029,6.230124287,,6.07676537
6/3/2023 22:00,9.148007915,5.456005924,5.925142504,68.71623404,5.662550425,9.204462335,8.539243161,,8.420361016,16.74643833,,12.90129539,6.866418237,,4.474061204,,5.976302863,6.439967211,,7.713177086
6/3/2023 23:00,9.787679275,6.194669556,6.178308737,71.71137346,6.591690036,11.82212824,8.964028357,,8.496428039,17.41989138,,11.45401502,6.999812041,,5.426453874,,7.431837188,6.4431968,,9.462037565
6/4/2023 0:00,9.922035911,6.840361798,6.343641317,60.80650848,8.095946621,13.25144217,9.677137594,,8.808053956,19.48553041,,11.78327715,8.055780873,,5.519529777,,8.317481877,6.293064269,,10.96069346
6/4/2023 1:00,10.56825339,7.301090657,6.898192244,55.3843153,8.252259385,16.32259454,9.479280443,,9.230818532,18.57500438,,10.20182043,8.384868345,,5.264654737,,8.359556083,6.402522864,,11.3529267
6/4/2023 2:00,9.821696507,6.778870491,5.8899428,51.89537142,6.896897545,16.01262567,8.377435636,,9.250200878,21.09347784,,9.976843214,7.363775569,,4.912717702,,7.789666106,6.231233722,,11.1893387
6/4/2023 3:00,8.864441214,6.390510119,6.505365514,43.15012612,6.853696602,15.79854839,8.425354509,,7.710618712,17.22276435,,9.896636456,6.943750984,,5.295962713,,7.948626798,5.753167635,,10.36320944
6/4/2023 4:00,9.065185636,6.582261289,6.937581894,41.1828024,6.339220745,14.61046775,8.565258767,,8.963477829,17.34163824,,9.229440768,6.4664041,,5.412857032,,7.514021939,5.587596051,,10.55351373
6/4/2023 5:00,7.499549887,7.319457045,7.943310867,41.29915378,5.831005486,12.27392387,9.290681616,,9.252352124,17.9353089,,8.561480344,5.744104676,,6.065664097,,9.059148861,6.936927108,,10.41008809
6/4/2023 6:00,9.431912881,8.57902641,8.374434096,39.98352919,6.212147331,12.7505296,8.760828503,,8.625358963,17.0494912,,9.437343241,5.794492193,,5.863361503,,10.19483721,7.782107962,,11.9717184
6/4/2023 7:00,9.156765512,11.06454867,9.725900698,40.45330936,7.089311326,11.13291636,10.01624917,,8.104851426,17.64588189,,10.32243984,7.375045479,,6.753130165,,14.10298044,8.122065684,,12.33183844
6/4/2023 8:00,11.63945231,13.35118782,8.949528125,43.35118963,7.742871611,11.43330458,10.7203145,,8.394951225,18.86912764,,10.8448156,15.85162835,,6.621895331,,15.84475969,8.046941175,,13.31429935
6/4/2023 9:00,11.60922012,8.696818721,9.607695778,42.44318321,8.059524031,13.51961321,12.46968516,,9.905261456,18.58580844,,11.58793396,7.787167994,,6.556521366,,12.4231996,8.431928327,,16.22938413
6/4/2023 10:00,11.02675663,11.32487052,9.826347562,52.53907312,9.451232085,11.42048656,12.3205137,,8.806121467,20.07488677,,11.12217919,16.10946672,,8.76012275,,21.77829038,7.394946211,,14.13759674
6/4/2023 11:00,11.85143505,10.82860071,7.940415214,52.41686925,8.666753344,15.14477018,11.3366422,,9.045539532,22.38366205,,10.20304528,10.52613913,,6.843227812,,14.54712597,5.896936581,,11.51013494
6/4/2023 12:00,5.268393079,6.098299159,4.907369416,51.27892064,3.920028185,12.55411572,9.564301918,,11.13892668,20.57400212,,9.346760457,2.743400985,,3.239159927,,10.19453307,3.164008331,,7.573240547
6/4/2023 13:00,1.822639741,5.065327978,1.301740127,38.48802127,2.822581786,13.04755175,7.311173536,,8.607711737,19.47603679,,10.25592939,1.846140127,,1.767963513,,8.337651979,0.607376313,,4.949278943
6/4/2023 14:00,1.989165708,1.874114135,1.234951526,24.69841296,1.541733904,13.41877257,4.428706511,,7.193017171,16.75496338,,7.860058907,4.19573407,,2.557831854,,3.106378325,2.454333678,,2.416014347
6/4/2023 15:00,3.441582968,-0.069112532,2.190426048,29.61544142,2.226278199,9.119429416,4.915591834,,5.500071156,13.66509203,,7.020604255,3.093393718,,2.663313956,,2.328923915,2.342460035,,3.98325403
6/4/2023 16:00,1.170444861,-0.486404191,0.664244022,24.58493662,0.031549371,8.655276502,4.696408385,,3.075538552,11.07826192,,7.771181917,4.161181732,,-1.033351919,,3.621122063,2.543224016,,3.073209628
6/4/2023 17:00,4.607077356,2.109972532,-1.861841844,29.12558813,1.217543674,6.705256083,5.640223359,,2.785065217,10.32328072,,7.284335029,4.412783061,,1.580815341,,1.910595889,3.504137671,,1.639731741
6/4/2023 18:00,5.058007252,-0.272649942,-2.681103282,33.69224162,-0.411908842,7.86564959,4.423631567,,4.2725176,14.0514558,,7.572633687,2.73161246,,0.32044114,,0.588515814,3.749914835,,3.349422228
6/4/2023 19:00,2.736408889,0.023407252,-3.223950357,36.73907641,-0.765015635,6.713502982,4.318307119,,4.090826677,14.64244445,,9.196135153,4.439242673,,0.146649817,,-0.873753255,4.209239014,,2.852569206
6/4/2023 20:00,2.786603824,-0.723045571,-3.74591612,38.31619629,0.531794884,8.556782688,6.528679013,,5.580264934,15.32993308,,8.221189161,5.528369779,,2.028297224,,1.22106524,3.524118459,,2.786180002
6/4/2023 21:00,6.550690675,5.159509159,5.998265115,44.68937532,4.583121174,9.992833551,8.61598503,,7.116178817,16.32898255,,8.621332781,5.867194924,,4.64306002,,4.704370166,4.963355497,,6.353569731
6/4/2023 22:00,9.026698597,6.150866846,11.26415535,47.97461347,7.225480438,10.51555571,11.28802188,,9.888067747,18.59563745,,8.464249453,10.85516847,,7.596155437,,9.204084007,5.883855171,,9.355635134
6/4/2023 23:00,10.25387284,7.821920066,6.691689035,65.76137768,8.749869163,15.25250935,11.76264597,,13.16144098,21.23150865,,10.84706931,12.85047645,,6.80193818,,10.52643759,6.856270154,,10.56118864
6/5/2023 0:00,12.31084929,8.780829413,7.451110608,73.68945782,10.87912791,16.47428223,12.501049,,13.70042241,21.45325826,,12.36826662,11.51382695,,6.902116853,,11.07933094,9.119145892,,12.22908806
6/5/2023 1:00,10.86712424,10.01306138,6.352011963,70.96451718,11.20019356,17.26434895,10.15955207,,14.61193798,20.64481846,,11.73940455,11.05941108,,6.076073823,,10.77409232,8.032017092,,12.82730909
6/5/2023 2:00,10.35674825,7.917372965,6.370495083,61.94404838,9.146632524,14.5393315,11.15604324,,13.72101883,19.71719,,13.0106392,8.25333622,,8.025548768,,9.507070567,8.016893942,,12.1745768
6/5/2023 3:00,8.561606564,7.498888967,7.088981245,54.85227942,8.146445945,12.04590593,10.32037191,,9.426812127,16.90132956,,15.59013767,7.857438075,,8.289182646,,9.987856942,8.760253946,,13.49077451
6/5/2023 4:00,10.29916869,7.964963846,8.018936097,51.92279421,8.501251567,16.88195482,12.40323739,,8.850099572,18.8963001,,13.97337339,11.36603229,,7.808567727,,11.44672805,9.538642423,,14.05797949
6/5/2023 5:00,10.54107148,11.73959206,7.377182915,56.71134934,8.991928706,17.82174305,13.09016208,,8.024400634,18.87661234,,13.61327664,10.83353282,,7.939347842,,12.92788076,9.421188959,,14.79585679
6/5/2023 6:00,10.15079918,13.79123466,9.127042171,59.24028776,7.88389279,16.33177892,13.37525572,,9.543844463,18.82630549,,13.01036412,11.99565125,,10.29893341,,12.49502587,8.718210282,,17.3181366
6/5/2023 7:00,13.14389286,17.03562385,11.00505126,56.56799517,8.947566876,16.96745396,11.57857801,,8.540214716,19.83570176,,12.30924753,12.32006531,,10.13831873,,16.09697887,9.029041956,,15.79015233
6/5/2023 8:00,17.24402793,24.81054078,12.69911709,51.9254258,18.38800789,19.02361548,13.08533261,,9.581209569,21.58647189,,12.66448303,14.94319261,,10.51326416,,27.14778464,8.378802194,,18.93734815
6/5/2023 9:00,29.98372115,26.14568563,12.08355787,72.11960488,15.16254894,18.84940187,13.38410582,,9.585339057,20.30880217,,14.76579729,23.5970485,,8.445963318,,19.24385192,8.852988832,,20.74698766
6/5/2023 10:00,33.28834391,23.09331789,10.39951498,90.10228233,17.75325396,21.56310614,15.2049713,,13.68434435,28.35623873,,11.88369841,16.98922849,,10.12384418,,17.79252661,8.586729778,,20.84312027
6/5/2023 11:00,33.08616557,14.59091871,7.055303343,85.73299281,14.08970433,16.45057842,14.98733485,,24.38749471,35.72196206,,9.672300877,10.36027334,,7.914995481,,14.87982524,7.687054162,,11.14422503
6/5/2023 12:00,20.21905396,13.95106741,4.834015136,61.46482469,10.84439964,19.0241509,13.4463021,,20.40760076,29.76177369,,8.638785486,11.16426875,,11.77054241,,15.0220445,3.702390661,,8.164180153
6/5/2023 13:00,9.257506183,5.865032635,2.080949057,35.60336343,4.30686013,13.72063727,9.229142763,,11.26799528,26.47865827,,10.75296526,5.902188751,,4.298385735,,6.994247068,3.06098712,,7.199719574
6/5/2023 14:00,4.436510983,0.032745202,-2.144855174,25.47369224,0.342668926,7.852190063,6.1020214,,8.406911281,21.16678378,,6.876847516,2.513877223,,0.422492757,,2.597874989,0.016559565,,2.114664207
